Id,lesson_price,qualification,physics,chemistry,history,mean_exam_points,log_years_of_experience,log_month_of_experience,start_tutor,square_price,lesson_age,lesson_experience,lesson_qualification,total_subject,lesson_subject_binary,cluster
29.0,1600.0,1.0,0.0,0.0,0.0,57.0,1.0986122886681098,3.1780538303479458,33.0,2560000.0,0.9404407982202387,0.9945534833716869,1.1939431088106427,0.0,0.9402415207563235,2
30.0,1200.0,1.0,0.0,0.0,0.0,53.0,0.4054651081081644,1.791759469228055,45.5,1440000.0,0.7078126178681888,0.7521371341729152,0.895457331607982,1.0,0.6958682820751786,0
31.0,2200.0,3.0,1.0,0.0,0.0,85.0,0.6931471805599453,2.4849066497880004,40.0,4840000.0,1.2976564660916794,1.3541333010137389,0.9009182380176406,1.0,1.2969454181271907,3
32.0,2300.0,3.0,1.0,0.0,0.0,87.0,1.6094379124341003,3.871201010907891,43.0,5290000.0,1.3566408509140284,1.2085456500397365,0.9418690670184424,2.0,1.351051673790681,3
33.0,1600.0,1.0,1.0,0.0,0.0,43.0,1.3862943611198906,3.58351893845611,54.0,2560000.0,0.9406738426118225,0.9205180640763463,1.1939431088106427,1.0,0.9432330313652296,2
34.0,2750.0,3.0,0.0,0.0,0.0,88.0,1.3862943611198906,3.58351893845611,32.0,7562500.0,1.6163826219410353,1.5821404226312201,1.1261477975220506,1.0,1.6110694986892087,1
35.0,1200.0,1.0,1.0,0.0,0.0,56.0,0.4054651081081644,1.791759469228055,53.5,1440000.0,0.7055053819588669,0.7521371341729152,0.895457331607982,2.0,0.7048965254560075,0
36.0,1300.0,1.0,1.0,0.0,0.0,64.0,1.791759469228055,4.0943445622221,46.0,1690000.0,0.7642974971221058,0.6636067261496226,0.9700787759086472,1.0,0.766376837984249,0
37.0,2100.0,2.0,1.0,0.0,0.0,84.0,0.6931471805599453,2.4849066497880004,51.0,4410000.0,1.234634418428017,1.2925817873312961,1.1781382677121797,1.0,1.237993353666864,5
38.0,2250.0,3.0,1.0,0.0,0.0,83.0,0.6931471805599453,2.4849066497880004,55.0,5062500.0,1.3228225911728755,1.38490905785496,0.9213936525180415,2.0,1.3423902717081513,3
39.0,1250.0,1.0,1.0,1.0,0.0,68.0,1.6094379124341003,3.871201010907891,30.0,1562500.0,0.7347193736095615,0.6568182880650741,0.9327680537583146,2.0,0.7458290578801353,0
40.0,1500.0,1.0,0.0,0.0,0.0,39.0,1.6094379124341003,3.871201010907891,49.0,2250000.0,0.8818817274485836,0.788181945678089,1.1193216645099775,0.0,0.8814764257090533,4
41.0,1150.0,1.0,0.0,0.0,0.0,59.0,1.3862943611198906,3.58351893845611,48.0,1322500.0,0.6761093243772475,0.661622358554874,0.8581466094576494,0.0,0.6757985930436075,0
42.0,2100.0,3.0,1.0,0.0,0.0,94.0,2.1972245773362196,4.564348191467836,55.0,4410000.0,1.234422350450413,1.0086867654573326,0.8599674090168387,1.0,1.237993353666864,7
43.0,1750.0,2.0,0.0,0.0,0.0,65.0,0.4054651081081644,1.791759469228055,50.5,3062500.0,1.0288620153566808,1.0968666540021679,0.9817818897601498,0.0,1.0283891633272289,7
44.0,2800.0,3.0,0.0,0.0,0.0,80.0,0.6931471805599453,2.4849066497880004,30.0,7840000.0,1.6457713968854177,1.723442383108395,1.1466232120224515,0.0,1.645422661323566,1
45.0,1350.0,1.0,0.0,0.0,0.0,60.0,1.3862943611198906,3.58351893845611,39.0,1822500.0,0.7962891951017124,0.7766871165644172,1.0073894980589797,0.0,0.7933287831381479,4
46.0,1300.0,1.0,0.0,0.0,0.0,51.0,1.3862943611198906,3.58351893845611,40.0,1690000.0,0.7667970026905379,0.7479209270620314,0.9700787759086472,0.0,0.7639462356145128,4
47.0,1200.0,1.0,0.0,0.0,0.0,52.0,0.4054651081081644,1.791759469228055,37.5,1440000.0,0.705330598665179,0.7521371341729152,0.895457331607982,1.0,0.6958682820751786,0
48.0,1300.0,2.0,1.0,0.0,0.0,59.0,1.0986122886681098,3.1780538303479458,56.0,1690000.0,0.7642974971221058,0.8080747052394956,0.7293236895361113,1.0,0.766376837984249,6
49.0,2200.0,3.0,1.0,0.0,0.0,92.0,1.6094379124341003,3.871201010907891,40.0,4840000.0,1.2976564660916794,1.1560001869945304,0.9009182380176406,1.0,1.2969454181271907,3
50.0,1000.0,1.0,1.0,0.0,0.0,64.0,1.3862943611198906,3.58351893845611,35.0,1000000.0,0.5877754988876492,0.5753237900477165,0.7462144430066516,1.0,0.5895206446032685,9
51.0,1950.0,2.0,1.0,0.0,0.0,74.0,1.0986122886681098,3.1780538303479458,56.0,3802500.0,1.1464462456831586,1.2121120578592435,1.093985534304167,1.0,1.1495652569763737,7
52.0,1600.0,3.0,0.0,0.0,0.0,56.0,1.3862943611198906,3.58351893845611,49.0,2560000.0,0.9406738426118225,0.9205180640763463,0.6552132640128295,0.0,0.9402415207563235,6
53.0,2200.0,3.0,1.0,0.0,0.0,90.0,0.4054651081081644,1.791759469228055,47.5,4840000.0,1.2976564660916794,1.378918079317011,0.9009182380176406,1.0,1.2969454181271907,3
54.0,1300.0,1.0,1.0,0.0,0.0,61.0,1.0986122886681098,3.1780538303479458,46.0,1690000.0,0.7667970026905379,0.8080747052394956,0.9700787759086472,1.0,0.766376837984249,4
55.0,1300.0,1.0,0.0,0.0,1.0,58.0,1.0986122886681098,3.1780538303479458,55.0,1690000.0,0.7642974971221058,0.8080747052394956,0.9700787759086472,1.0,0.7946089597570235,4
56.0,1800.0,2.0,0.0,0.0,0.0,61.0,1.6094379124341003,3.871201010907891,46.0,3240000.0,1.0617189268022833,0.9458183348137067,1.0098328008961541,0.0,1.057771710850864,7
57.0,1750.0,2.0,0.0,0.0,0.0,66.0,0.4054651081081644,1.791759469228055,46.5,3062500.0,1.0322267343911087,1.0968666540021679,0.9817818897601498,0.0,1.0283891633272289,7
58.0,1500.0,1.0,1.0,0.0,0.0,44.0,0.4054651081081644,1.791759469228055,42.5,2250000.0,0.884765772335236,0.9401714177161439,1.1193216645099775,1.0,0.8842809669049028,2
59.0,2200.0,2.0,1.0,0.0,0.0,74.0,1.0986122886681098,3.1780538303479458,63.0,4840000.0,1.293204367138528,1.3675110396360695,1.2342400899841883,1.0,1.2969454181271907,5
60.0,1350.0,1.0,0.0,0.0,0.0,56.0,0.6931471805599453,2.4849066497880004,46.0,1822500.0,0.7962891951017124,0.8309454347129761,1.0073894980589797,0.0,0.7933287831381479,4
61.0,1450.0,1.0,0.0,0.0,0.0,42.0,1.3862943611198906,3.58351893845611,46.0,2102500.0,0.8552735799240615,0.8342194955691888,1.082010942359645,0.0,0.8520938781854182,4
62.0,1150.0,1.0,1.0,1.0,0.0,60.0,1.3862943611198906,3.58351893845611,49.0,1322500.0,0.6761093243772475,0.661622358554874,0.8581466094576494,2.0,0.6861627332497244,0
63.0,2500.0,3.0,1.0,0.0,0.0,91.0,1.791759469228055,4.0943445622221,45.0,6250000.0,1.4746096205587267,1.2761667810569663,1.023770725020046,1.0,1.4738016115081713,3
64.0,1550.0,1.0,0.0,1.0,0.0,43.0,0.4054651081081644,1.791759469228055,45.5,2402500.0,0.9142579647464105,0.9715104649733487,1.15663238666031,2.0,0.8857142857142857,2
65.0,2050.0,2.0,1.0,0.0,0.0,79.0,1.0986122886681098,3.1780538303479458,43.0,4202500.0,1.2091798888581557,1.2742716505699738,1.1500873565761753,2.0,1.22306669200076,5
66.0,1350.0,1.0,0.0,0.0,0.0,36.0,0.6931471805599453,2.4849066497880004,32.0,1822500.0,0.7934969234983265,0.8309454347129761,1.0073894980589797,0.0,0.7933287831381479,4
67.0,2200.0,2.0,0.0,1.0,0.0,67.0,0.4054651081081644,1.791759469228055,48.5,4840000.0,1.2976564660916794,1.378918079317011,1.2342400899841883,1.0,1.2936842105263158,5
68.0,1150.0,1.0,0.0,1.0,0.0,55.0,0.4054651081081644,1.791759469228055,65.5,1322500.0,0.6759931919133214,0.7207980869157103,0.8581466094576494,1.0,0.676244019138756,0
69.0,2250.0,3.0,1.0,0.0,0.0,84.0,0.4054651081081644,1.791759469228055,41.5,5062500.0,1.327148658502854,1.4102571265742159,0.9213936525180415,1.0,1.3264214503573541,3
70.0,1400.0,1.0,0.0,0.0,0.0,57.0,0.4054651081081644,1.791759469228055,56.5,1960000.0,0.8230896122853447,0.8774933232017343,1.0447002202093123,0.0,0.822711330661783,4
71.0,1050.0,1.0,1.0,0.0,0.0,49.0,0.6931471805599453,2.4849066497880004,46.0,1102500.0,0.6193360406346652,0.6462908936656481,0.7835251651569842,1.0,0.618996676833432,0
72.0,1400.0,2.0,0.0,0.0,0.0,59.0,0.4054651081081644,1.791759469228055,39.5,1960000.0,0.8228856984427089,0.8774933232017343,0.7854255118081198,1.0,0.8409834080174398,6
73.0,1700.0,2.0,1.0,0.0,0.0,70.0,0.6931471805599453,2.4849066497880004,42.0,2890000.0,1.002734541979934,1.0463757326015255,0.9537309786241455,2.0,1.0142504275128255,7
74.0,1200.0,1.0,0.0,1.0,0.0,54.0,0.4054651081081644,1.791759469228055,51.5,1440000.0,0.7055053819588669,0.7521371341729152,0.895457331607982,1.0,0.7056459330143541,0
75.0,1550.0,3.0,1.0,0.0,0.0,60.0,1.0986122886681098,3.1780538303479458,40.0,2402500.0,0.9142579647464105,0.9634736870163217,0.6347378495124285,1.0,0.9137569991350663,6
76.0,2950.0,3.0,1.0,0.0,0.0,92.0,1.3862943611198906,3.58351893845611,35.0,8702500.0,1.7339377217185652,1.6972051806407635,1.2080494555236543,2.0,1.7600228006840206,8
77.0,1100.0,1.0,0.0,0.0,0.0,61.0,1.0986122886681098,3.1780538303479458,39.0,1210000.0,0.6488282330458397,0.6837555198180347,0.8208358873073168,0.0,0.6464160455199724,0
78.0,2200.0,2.0,1.0,1.0,0.0,71.0,0.4054651081081644,1.791759469228055,45.5,4840000.0,1.2976564660916794,1.378918079317011,1.2342400899841883,2.0,1.312659141869038,5
79.0,1750.0,2.0,0.0,0.0,0.0,65.0,0.4054651081081644,1.791759469228055,50.5,3062500.0,1.0288620153566808,1.0968666540021679,0.9817818897601498,0.0,1.0283891633272289,7
80.0,2000.0,1.0,0.0,0.0,0.0,61.0,1.3862943611198906,3.58351893845611,44.0,4000000.0,1.1796876964469813,1.150647580095433,1.4924288860133033,0.0,1.1753019009454044,5
81.0,2250.0,3.0,0.0,0.0,0.0,74.0,0.6931471805599453,2.4849066497880004,52.0,5062500.0,1.3228225911728755,1.38490905785496,0.9213936525180415,0.0,1.3222146385635798,3
82.0,1500.0,1.0,1.0,0.0,0.0,42.0,0.6931471805599453,2.4849066497880004,45.0,2250000.0,0.884765772335236,0.9232727052366401,1.1193216645099775,1.0,0.8842809669049028,2
83.0,1200.0,1.0,0.0,0.0,0.0,51.0,0.4054651081081644,1.791759469228055,54.5,1440000.0,0.7055053819588669,0.7521371341729152,0.895457331607982,0.0,0.7051811405672426,0
84.0,1650.0,1.0,0.0,0.0,0.0,36.0,1.3862943611198906,3.58351893845611,43.0,2722500.0,0.9732423495687595,0.9492842535787321,1.2312538309609753,0.0,0.9696240682799586,2
85.0,1200.0,1.0,1.0,0.0,0.0,56.0,0.4054651081081644,1.791759469228055,62.5,1440000.0,0.7053842002573789,0.7521371341729152,0.895457331607982,1.0,0.7074247735239222,0
86.0,3100.0,3.0,1.0,0.0,0.0,90.0,1.6094379124341003,3.871201010907891,42.0,9610000.0,1.828515929492821,1.6289093544013837,1.269475699024857,1.0,1.8275139982701325,8
87.0,2050.0,3.0,0.0,1.0,0.0,80.0,1.0986122886681098,3.1780538303479458,46.0,4202500.0,1.2091798888581557,1.2742716505699738,0.8394919945164377,1.0,1.2054784688995215,3
88.0,2250.0,3.0,0.0,0.0,0.0,85.0,0.4054651081081644,1.791759469228055,35.5,5062500.0,1.3224948724972108,1.4102571265742159,0.9213936525180415,0.0,1.3222146385635798,3
89.0,1500.0,1.0,0.0,0.0,0.0,61.0,0.6931471805599453,2.4849066497880004,35.0,2250000.0,0.8816632483314738,0.9232727052366401,1.1193216645099775,0.0,0.8814764257090533,2
90.0,2100.0,3.0,1.0,0.0,0.0,89.0,0.6931471805599453,2.4849066497880004,54.0,4410000.0,1.234634418428017,1.2925817873312961,0.8599674090168387,1.0,1.237993353666864,3
91.0,1750.0,1.0,0.0,0.0,0.0,62.0,1.0986122886681098,3.1780538303479458,62.0,3062500.0,1.0286852920420109,1.0877928724377826,1.3058752752616405,0.0,1.0283891633272289,2
92.0,1250.0,1.0,1.0,0.0,0.0,57.0,1.0986122886681098,3.1780538303479458,42.0,1562500.0,0.7373048102793633,0.7769949088841305,0.9327680537583146,1.0,0.7369008057540857,0
93.0,1200.0,1.0,0.0,0.0,0.0,54.0,0.4054651081081644,1.791759469228055,45.5,1440000.0,0.7078126178681888,0.7521371341729152,0.895457331607982,0.0,0.7051811405672426,0
94.0,2750.0,3.0,0.0,1.0,0.0,86.0,1.0986122886681098,3.1780538303479458,29.0,7562500.0,1.6163826219410353,1.709388799545087,1.1261477975220506,2.0,1.5714285714285714,1
95.0,1250.0,1.0,0.0,0.0,0.0,46.0,0.4054651081081644,1.791759469228055,56.5,1562500.0,0.7349014395404864,0.78347618143012,0.9327680537583146,0.0,0.7345636880908777,0
96.0,1500.0,2.0,0.0,1.0,0.0,53.0,0.4054651081081644,1.791759469228055,49.5,2250000.0,0.884765772335236,0.9401714177161439,0.8415273340801284,1.0,0.8820574162679427,6
97.0,1200.0,1.0,0.0,0.0,0.0,50.0,0.4054651081081644,1.791759469228055,48.5,1440000.0,0.7078126178681888,0.7521371341729152,0.895457331607982,0.0,0.7051811405672426,0
98.0,2150.0,3.0,0.0,1.0,0.0,78.0,0.6931471805599453,2.4849066497880004,44.0,4622500.0,1.268164273680505,1.3233575441725174,0.8804428235172396,1.0,1.2642822966507177,3
99.0,1950.0,1.0,1.0,1.0,0.0,40.0,1.791759469228055,4.0943445622221,57.0,3802500.0,1.1462493254182406,0.9954100892244337,1.4551181638629709,2.0,1.163493330293011,5
100.0,1150.0,1.0,0.0,0.0,0.0,48.0,0.6931471805599453,2.4849066497880004,41.0,1322500.0,0.6783204254570142,0.7078424073480908,0.8581466094576494,0.0,0.6757985930436075,0
101.0,1500.0,2.0,1.0,0.0,0.0,74.0,1.3862943611198906,3.58351893845611,55.0,2250000.0,0.8818817274485836,0.8629856850715747,0.8415273340801284,1.0,0.8842809669049028,6
102.0,1450.0,1.0,0.0,0.0,0.0,57.0,0.4054651081081644,1.791759469228055,41.5,2102500.0,0.8552735799240615,0.9088323704589392,1.082010942359645,0.0,0.8520938781854182,4
103.0,1400.0,1.0,0.0,0.0,0.0,59.0,0.6931471805599453,2.4849066497880004,55.0,1960000.0,0.8230896122853447,0.8617211915541975,1.0447002202093123,0.0,0.822711330661783,4
104.0,1350.0,2.0,0.0,0.0,0.0,50.0,1.6094379124341003,3.871201010907891,48.0,1822500.0,0.7936935547037253,0.70936375111028,0.7573746006721155,0.0,0.7933287831381479,0
105.0,1500.0,1.0,1.0,0.0,0.0,45.0,0.6931471805599453,2.4849066497880004,42.0,2250000.0,0.884765772335236,0.9232727052366401,1.1193216645099775,1.0,0.8842809669049028,2
106.0,1200.0,1.0,0.0,1.0,0.0,47.0,0.4054651081081644,1.791759469228055,64.5,1440000.0,0.7053842002573789,0.7521371341729152,0.895457331607982,1.0,0.7056459330143541,0
107.0,950.0,1.0,1.0,0.0,0.0,67.0,1.6094379124341003,3.871201010907891,29.0,902500.0,0.5583867239432667,0.49918189892945636,0.7089037208563191,2.0,0.5667870036101084,9
108.0,1300.0,1.0,0.0,1.0,0.0,60.0,1.0986122886681098,3.1780538303479458,58.0,1690000.0,0.7642974971221058,0.8080747052394956,0.9700787759086472,1.0,0.7644497607655503,4
109.0,1550.0,1.0,0.0,0.0,0.0,39.0,0.6931471805599453,2.4849066497880004,48.0,2402500.0,0.9142579647464105,0.9540484620778614,1.15663238666031,0.0,0.9108589732326884,2
110.0,1700.0,2.0,0.0,0.0,0.0,64.0,1.6094379124341003,3.871201010907891,30.0,2890000.0,0.9992183481090037,0.8932728717685008,0.9537309786241455,0.0,0.9990066158035937,7
111.0,1500.0,2.0,1.0,0.0,0.0,64.0,0.4054651081081644,1.791759469228055,35.5,2250000.0,0.8816632483314738,0.9401714177161439,0.8415273340801284,3.0,0.9104704097116844,6
112.0,2800.0,3.0,0.0,0.0,0.0,84.0,1.6094379124341003,3.871201010907891,42.0,7840000.0,1.6515627750257738,1.4712729652657661,1.1466232120224515,0.0,1.645422661323566,1
113.0,1250.0,2.0,1.0,0.0,0.0,62.0,1.9459101490553132,4.276666119016055,42.0,1562500.0,0.7373048102793633,0.6090859131709104,0.7012727784001069,1.0,0.7369008057540857,0
114.0,2550.0,2.0,0.0,0.0,0.0,64.0,1.0986122886681098,3.1780538303479458,45.0,6502500.0,1.504101812969901,1.585069614123626,1.4305964679362182,0.0,1.4985099237053905,5
115.0,2650.0,3.0,0.0,0.0,0.0,81.0,1.791759469228055,4.0943445622221,46.0,7022500.0,1.557991051825831,1.3527367879203844,1.0851969685212488,0.0,1.5572750187526607,1
116.0,1150.0,1.0,0.0,0.0,0.0,58.0,0.4054651081081644,1.791759469228055,52.5,1322500.0,0.6761093243772475,0.7207980869157103,0.8581466094576494,0.0,0.6757985930436075,0
117.0,1600.0,1.0,0.0,0.0,0.0,43.0,1.6094379124341003,3.871201010907891,49.0,2560000.0,0.9406738426118225,0.8407274087232949,1.1939431088106427,0.0,0.9402415207563235,2
118.0,1700.0,1.0,1.0,0.0,0.0,60.0,1.0986122886681098,3.1780538303479458,43.0,2890000.0,1.002734541979934,1.0567130760824175,1.268564553111308,2.0,0.9986034110626772,2
119.0,1900.0,1.0,0.0,0.0,0.0,50.0,2.0794415416798357,4.430816798843313,40.0,3610000.0,1.1207033116246323,0.9576547231270358,1.4178074417126383,0.0,1.1165368058981342,2
120.0,1600.0,2.0,1.0,0.0,0.0,69.0,1.3862943611198906,3.58351893845611,44.0,2560000.0,0.943750157157585,0.9205180640763463,0.8976291563521369,1.0,0.9432330313652296,6
121.0,1800.0,2.0,0.0,0.0,0.0,62.0,1.0986122886681098,3.1780538303479458,52.0,3240000.0,1.0582580729383002,1.1188726687931478,1.0098328008961541,0.0,1.057771710850864,7
122.0,1300.0,1.0,0.0,0.0,0.0,61.0,0.4054651081081644,1.791759469228055,42.5,1690000.0,0.7667970026905379,0.8148152286873247,0.9700787759086472,1.0,0.7809131645876226,4
123.0,2200.0,3.0,0.0,0.0,0.0,79.0,1.0986122886681098,3.1780538303479458,44.0,4840000.0,1.2976564660916794,1.3675110396360695,0.9009182380176406,0.0,1.292832091039945,3
124.0,1750.0,1.0,0.0,0.0,0.0,56.0,1.0986122886681098,3.1780538303479458,54.0,3062500.0,1.0288620153566808,1.0877928724377826,1.3058752752616405,0.0,1.0283891633272289,2
125.0,1900.0,2.0,0.0,0.0,0.0,64.0,1.3862943611198906,3.58351893845611,42.0,3610000.0,1.1207033116246323,1.0931152010906613,1.0659346231681626,0.0,1.1165368058981342,7
126.0,1400.0,1.0,0.0,0.0,0.0,62.0,1.0986122886681098,3.1780538303479458,40.0,1960000.0,0.8257813875128869,0.8702342979502261,1.0447002202093123,0.0,0.822711330661783,4
127.0,1350.0,1.0,0.0,0.0,0.0,58.0,0.4054651081081644,1.791759469228055,50.5,1822500.0,0.7936935547037253,0.8461542759445295,1.0073894980589797,0.0,0.7933287831381479,4
128.0,1300.0,1.0,0.0,0.0,0.0,62.0,0.4054651081081644,1.791759469228055,39.5,1690000.0,0.7641081485539439,0.8148152286873247,0.9700787759086472,0.0,0.7639462356145128,4
129.0,1550.0,1.0,1.0,1.0,0.0,67.0,1.0986122886681098,3.1780538303479458,48.0,2402500.0,0.9142579647464105,0.9634736870163217,1.15663238666031,3.0,0.9384133611691023,2
130.0,1550.0,1.0,0.0,0.0,0.0,42.0,0.4054651081081644,1.791759469228055,42.5,2402500.0,0.9142579647464105,0.9715104649733487,1.15663238666031,0.0,0.9108589732326884,2
131.0,1500.0,2.0,0.0,0.0,0.0,55.0,0.4054651081081644,1.791759469228055,41.5,2250000.0,0.884765772335236,0.9401714177161439,0.8415273340801284,0.0,0.8814764257090533,6
132.0,1200.0,1.0,0.0,0.0,0.0,50.0,0.4054651081081644,1.791759469228055,45.5,1440000.0,0.7078126178681888,0.7521371341729152,0.895457331607982,0.0,0.7051811405672426,0
133.0,1350.0,1.0,1.0,0.0,0.0,75.0,0.4054651081081644,1.791759469228055,44.5,1822500.0,0.7962891951017124,0.8461542759445295,1.0073894980589797,2.0,0.7930085911380084,4
134.0,2150.0,2.0,0.0,0.0,0.0,72.0,0.6931471805599453,2.4849066497880004,45.0,4622500.0,1.268164273680505,1.3233575441725174,1.206189178848184,0.0,1.2634495435163098,5
135.0,1400.0,1.0,0.0,0.0,0.0,62.0,0.6931471805599453,2.4849066497880004,51.0,1960000.0,0.8230896122853447,0.8617211915541975,1.0447002202093123,1.0,0.8409834080174398,4
136.0,1650.0,3.0,0.0,1.0,0.0,81.0,1.6094379124341003,3.871201010907891,37.0,2722500.0,0.9732423495687595,0.8670001402458979,0.6756886785132304,1.0,0.9702631578947369,6
137.0,1500.0,2.0,0.0,0.0,0.0,52.0,0.4054651081081644,1.791759469228055,44.5,2250000.0,0.884765772335236,0.9401714177161439,0.8415273340801284,0.0,0.8814764257090533,6
138.0,1550.0,1.0,1.0,0.0,0.0,47.0,0.6931471805599453,2.4849066497880004,39.0,2402500.0,0.9110520232758562,0.9540484620778614,1.15663238666031,1.0,0.9137569991350663,2
139.0,1350.0,1.0,0.0,1.0,0.0,61.0,1.0986122886681098,3.1780538303479458,48.0,1822500.0,0.7962891951017124,0.8391545015948608,1.0073894980589797,1.0,0.7938516746411484,4
140.0,1600.0,2.0,0.0,0.0,0.0,66.0,1.6094379124341003,3.871201010907891,32.0,2560000.0,0.9404407982202387,0.8407274087232949,0.8976291563521369,0.0,0.9402415207563235,6
